name_part1,material,name_part2,name_fluid1,technique,direction,material_group,name_mold_mat,name_disp_1,wf_disp_1,name_bind1,wf_bind_1,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
Yb2SiO5,Y2SiO5,,water,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,823.0,0.1,0.864
Y2O3,Y2SiO5,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1053.0,0.1174,0.7
Ag,Ag,,water,one-sided,vertical-up,Metal,"plastic, noi",,,PVA,0.02,77.0,0.0,48.0,,,0.0001,0.959
Mullite,Mullite,,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,0.0,2.0,1773.0,0.1079,0.7
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.85
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.15,0.693
Al2O3,Al2O3,,camphene,,,Ceramic,,Perfad9100,,,,,0.0,,4.0,1873.0,0.226,0.51
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,1.0,,,,0.27,0.91
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,,,,,,0.0,24.0,1.0,773.0,0.1655,0.7
Al2O3,Al2O3,,camphene,,,Ceramic,silicone,PAAS,,,,248.0,0.0,,,,0.2,0.7
HAP,HAP,,water,,,Ceramic,silicone,,,PVA,0.06,255.0,0.0,8.0,,823.0,0.2406,0.4148
gelatin,Gelatin,,acetic acid,immersion,vertical-up,Polymer,"plastic, noi",,,,,77.0,0.0,48.0,,,0.0039,0.99
chitosan,TCP/Chitosan,TCP,water,,,Ceramic/Polymer,"plastic, noi",acetic acid,,,,253.0,0.0,6.0,,,0.1468,0.68
HAP,Bioglass,TCP,camphene,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1548.0,0.07,0.64
LSM,LSM/YSZ,YSZ,water,,,Ceramic,,Darvan CN,0.02,PEG,0.01,,10.0,12.0,1.0,873.0,0.17,0.57
YSZ,YSZ,,water,,,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,25.0,48.0,5.0,773.0,0.2,0.704
HAP,HAP,,water,,,Ceramic,polyethylene,sodium polyacrylate,0.01,PVA,0.005,243.0,0.0,0.0,3.0,1623.0,0.3,0.425
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.52
gelatin,Gelatin,,acetic acid,immersion,vertical-up,Polymer,"plastic, noi",,,,,77.0,0.0,48.0,,,0.0234,0.956
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.84
Bioglass,Bioglass,,camphene,,,Ceramic,polytetrafluoroethylene,isostearic acid,0.02,,,,0.0,,1.0,1773.0,0.1,0.5
YSZ,YSZ,,TBA,,,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.4
Bioglass,Bioglass,,camphene,,,Ceramic,,isostearic acid,,,,,0.0,24.0,1.0,1673.0,0.1,0.86
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.65
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,,,0.3,0.75
SiO2,SiO2,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.07,0.701
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,10.0,,,,0.27,0.91
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.78
Al2O3,Al2O3,,water,,,Ceramic,polyethylene,Darvan 7-N,0.012,,,243.0,0.0,48.0,4.0,1773.0,0.2,0.641
Al2O3,Al2O3,,Glycerine Ether,,,Ceramic,,,,polyethylene-imine,0.05,253.0,0.0,,3.0,1773.0,0.2,0.71
HAP,HAP,,camphene,,,Ceramic,polyethylene,,,,,,0.0,,3.0,1573.0,0.2,0.78
Fe2O3,Fe,,camphene,,,Metal,aluminum,Zephrym PD,0.01,PS,,303.0,0.0,,12.0,873.0,0.05,0.816
Al2O3,Al2O3,,camphene,,,Ceramic,polyethylene,Hypermer KD 4,0.03,,,293.0,0.0,,,1673.0,0.15,0.73
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.6
Bioglass,Bioglass,,water,,,Ceramic,,,,,,,0.0,24.0,1.5,1823.0,0.22,0.403
WO3,W,,water,,,Metal,Teflon,,,,,248.0,0.0,,,1023.0,0.35,0.271
Al2O3,Al2O3,,water,,,Ceramic,PTFE,,,,,193.0,5.0,72.0,0.5,2323.0,0.3,0.52
chitosan,HAP/Chitosan//PMMA,HAP,water,,,Polymer,,acetic acid,,,,77.0,0.0,0.0,,,0.09,0.553
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,rubber,,,,,238.0,0.0,,24.0,1523.0,0.24,0.575
Si4Al2O2N6,Si4Al2O2N6,,camphene,,,Ceramic,polyethylene,HAO Fast 923,0.01,,,273.0,0.0,96.0,3.0,823.0,0.3,0.361
Al2O3,Al2O3,,naphthalene,,,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.3,0.22
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.64
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,DuPont Elvanol,0.015,253.0,0.0,,3.0,1623.0,0.1,0.65
gelatin,Gelatin,,acetic acid,immersion,vertical-up,Polymer,"plastic, noi",,,,,77.0,0.0,48.0,,,0.0234,0.954
CaSiO3,CaSiO3,,water,,,Ceramic,polytetrafluoroethylene,HydroDisperser,0.02,,,243.0,0.0,,3.0,1623.0,0.15,0.76
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.15,0.49
YSZ,YSZ,,water,,,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,1.0,,,,0.27,0.908
Al2O3,Al2O3,,camphene,,,Ceramic,,Hypermer KD 4,0.03,,,298.0,0.0,24.0,5.0,1873.0,0.22,0.609
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,288.0,0.0,24.0,1.0,973.0,0.2,0.85
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,5.0,24.0,3.0,873.0,0.2,0.574
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.73
Mullite,Mullite,,TBA,,,Ceramic,,BYK-163,0.05,PVB,0.05,,0.0,12.0,2.0,1973.0,0.2,0.63
Bioglass,Bioglass,HAP,camphene,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1523.0,0.2857,0.25
Al2O3,Al2O3/ZrO2,ZrO2,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,24.0,,773.0,0.37,0.35
Al2O3,Al2O3,,camphene,,,Ceramic,polyethylene,Hypermer KD 4,,,,276.0,0.0,,4.0,1373.0,0.25,0.59
BaTiO3,BaTiO3,,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,,2.0,1773.0,0.25,0.49
Si3N4,Si3N4,,water,,,Ceramic,polyethylene,,,,,,0.0,,2.0,873.0,0.2,0.721
HAP,HAP,PMMA,water,,,Ceramic,silicone,,,PVA,0.02,255.0,0.0,8.0,2.0,873.0,0.2406,0.6569
Si3N4,Si3N4,Y2O3,water,,,Ceramic,polyethylene,ammonium polymethacrylate anionic dispersant,,,,,0.0,,2.0,873.0,0.5,0.427
Al2O3,Al2O3,Mullite,water,,,Ceramic,aluminum,polyacrylic acid,,,,,0.0,0.0,5.0,1873.0,0.505,0.74
HAP,BCP,TCP,water,,,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.5
Al2O3,Mullite,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.014,,,273.0,0.0,,,1673.0,0.1,0.691
HAP,HAP,,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,1523.0,0.1,0.86
Bioglass,Bioglass,,water,,,Ceramic,PVC,Easysperse,0.005,PVA,0.01,253.0,0.0,,,773.0,0.1,0.75
chitosan,TCP/Chitosan,TCP,water,,,Ceramic/Polymer,"plastic, noi",acetic acid,,,,253.0,0.0,6.0,,,0.1468,0.74
YSZ,YSZ,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.02,0.67
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.1,0.578
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,5.0,,2.0,1563.0,0.15,0.6
SiO2,SiO2,,water,,,Ceramic,glass,,,,,,0.0,,,,0.1392,0.4
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.4,0.3
WO3,W,,water,,,Metal,Teflon,,,,,253.0,0.0,,,1023.0,0.25,0.496
chitin,Chitin,,water,,,Polymer,glass,,,PVA,0.012,,0.0,24.0,,,0.0053,0.987
TCP,TCP,,water,,,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.1,0.818
YSZ,YSZ,,TBA,,,Ceramic,,,,PVB,0.005,243.0,0.0,0.0,0.5,723.0,0.15,0.78
Al2O3,Al2O3,,naphthalene,,,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.3,0.35
Y2SiO5,Y2SiO5,,water,,,Ceramic,copper,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,673.0,0.3,0.52
HAP,BCP,TCP,water,,,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.6
